_id,title,description,publishedAt,author,source,url,country,processed_date,sentiment_score,title_neg,title_neu,title_pos,title_compound,sentiment
682121d7155a266a61dab151,Teen charged after Australia PM candidate's office vandalised,Peter Dutton's office was splattered in red paint and covered with posters criticising him.,2025-04-29T01:37:00+00:00,Unknown,BBC News,https://www.bbc.com/news/articles/cddelqpl2m1o,N/A,2025-05-11,0,0.205,0.795,0,-0.2023,slightly negative
682121d7155a266a61dab15d,Trump mulls semiconductor levies after lifting reciprocal tariffs on electronics,"Trump targets Chinese technology with 20% fentanyl tariff and eyes semiconductors in a ""National Security Tariff Investigation"" over coming months.",2025-04-13T22:23:46+00:00,Luke Garrett,NPR,https://www.npr.org/2025/04/13/g-s1-60086/semiconduct-tariffs-trump,N/A,2025-05-11,0,0,1,0,0,slightly negative
682121d7155a266a61dab13e,Warren Buffett Stuns Shareholders by Announcing His Intention to Retire at the End of the Year,"Earlier, Buffett had warned about the global consequences of Trump's tariffs, saying ""trade should not be a weapon.""",2025-05-03T19:12:22+00:00,JOSH FUNK / AP,Time,https://time.com/7282428/warren-buffett-announces-intention-to-retire-at-end-of-year/,N/A,2025-05-11,0,0,0.932,0.068,0.0258,slightly negative
682121d7155a266a61dab140,"Pope Francis, the ‘World’s Parish Priest’ Who Led in an Era of Crisis, Dies at 88",The reform-minded Roman Catholic leader guided the church through an era of crisis.,2025-04-21T08:30:00+00:00,Olivia B. Waxman,Time,https://time.com/5762436/pope-francis-dies-obituary/,N/A,2025-05-11,0,0.215,0.785,0,-0.6249,negative
682121d7155a266a61dab145,"Trump Administration Asks Supreme Court to Strip Temporary Protected Status From 350,000 Venezuelan Migrants",The White House has moved aggressively to withdraw various protections that have allowed immigrants to remain in the country.,2025-05-02T03:15:00+00:00,MARK SHERMAN and LINDSAY WHITEHURST / AP,Time,https://time.com/7282143/tps-temporary-protected-status-venezuelans-trump-supreme-court-immigration/,N/A,2025-05-11,0,0,0.649,0.351,0.7579,positive
682121d7155a266a61dab149,"Surge pricing, the scourge of ridehailing, is evolving for the robotaxi era","Itâs a familiar frustration for ridehail users: you open the Uber or Lyft app, enter your destination, and discover that your intended trip costs several times more than expected. The culprit is surge pricing, one of ridehailâs most important and controve…",2025-04-18T20:49:15+00:00,David Zipper,The Verge,https://www.theverge.com/autonomous-cars/652010/robotaxi-surge-pricing-waymo-uber-price-demand,N/A,2025-05-11,0,0,1,0,0,slightly negative
682121d7155a266a61dab14a,Trump administration ends temporary protected status for thousands of Afghans,"As soon as May 20, thousands of Afghans living in the U.S. will lose a protection that shielded them from deportation and allowed them to work.",2025-04-12T01:37:33+00:00,Juliana Kim,NPR,https://www.npr.org/2025/04/11/g-s1-59939/trump-afghanistan-tps-kristi-noem-dhs,N/A,2025-05-11,0,0,0.756,0.244,0.4404,neutral
682121d7155a266a61dab14b,This Florida metro is the foreclosure capital of the US — here's what is behind the crisis,Preventative measures can help your bank account in the long run.,2025-04-19T10:25:00+00:00,Rebecca Holland,Yahoo Entertainment,https://finance.yahoo.com/news/florida-metro-foreclosure-capital-us-102500296.html,N/A,2025-05-11,0,0.272,0.728,0,-0.6808,negative
682121d7155a266a61dab14c,Over 700 events and protests across the US mark ‘A National Day of Action’,"More protests against President Donald Trump are taking place today as part of “A National Day of Action” largely spearheaded by the decentralized 50501 movement. Events are scheduled in all 50 states, two weeks after millions of people attended more than 1,3…",2025-04-19T18:00:52+00:00,Wes Davis,The Verge,https://www.theverge.com/news/652341/nation-day-of-action-50501-protests-50-states,N/A,2025-05-11,0,0.128,0.872,0,-0.2263,slightly negative
682121d7155a266a61dab153,"The Glorious, Terrible Delirium of Mon Mothma’s Liberating Andor Moment","If much of Andor's first season saw Mon Mothma grasp with the necessary evils of rebellion, the climax of season 2's first act is an embrace that is equal parts liberating and horrifying to witness.",2025-04-24T16:45:09+00:00,James Whitbrook,Gizmodo.com,https://gizmodo.com/andor-season-2-episode-3-mon-mothma-dance-2000589757,N/A,2025-05-11,0,0.203,0.523,0.275,0.2732,neutral
682121d7155a266a61dab159,Fun With Technology,"The power of makers and making is in battling boredom, in doing something fun with others who are doing something.\nThe post Fun With Technology appeared first on Make: DIY Projects and Ideas for Makers.",2025-04-11T16:00:00+00:00,Dale Dougherty,Makezine.com,https://makezine.com/article/maker-news/maker-faire/fun-with-technology/,N/A,2025-05-11,0,0,0.377,0.623,0.5106,positive
682121d7155a266a61dab15a,Beyond LCD: Exploring TCL's Unique NXTPAPER Technology,TCL continues to develop its NXTPAPER screen technology to combat both blue light exposure and present a paper-like finish.,2025-04-30T10:00:00+00:00,ted@byteddyk.com (Ted Kritsonis),Android Central,https://www.androidcentral.com/tablets/exploring-tcl-nxtpaper-display-tech,N/A,2025-05-11,0,0,1,0,0,slightly negative
682121d7155a266a61dab15b,Meet the 'Technology Brothers' behind tech's hot new daily show,"John Coogan and Jordi Hays launched ""TBPN,"" a daily tech show featuring startup founders and VCs that's gaining ground on other tech podcasts.",2025-04-11T09:01:01+00:00,Julia Hornstein,Business Insider,https://www.businessinsider.com/meet-daily-tech-show-tbpn-startup-founders-vc-2025-4,N/A,2025-05-11,0,0,1,0,0,slightly negative
682121d7155a266a61dab15c,You Have Just a Few More Days to Explore Black Mirror: Bandersnatch,The dystopian series' 2018 interactive special is leaving the streamer for good May 12.,2025-05-09T20:15:03+00:00,Cheryl Eddy,Gizmodo.com,https://gizmodo.com/you-have-just-a-few-more-days-to-explore-black-mirror-bandersnatch-2000600291,N/A,2025-05-11,0,0,1,0,0,slightly negative
682129587d3d5c6f66f9ee35,How we keep Search fast and reliable,"A central search bar is surrounded by floating app icons and content previews on a dark background, suggesting a dynamic and connected digital experience.",2025-04-17T10:00:00+00:00,"Chuck WuVP, EngineeringGoogle Search",Blog.google,https://blog.google/products/search/speed-reliability/,N/A,2025-05-11,0,0,1,0,0,slightly negative
682129587d3d5c6f66f9ee36,Trump’s Cuts Are Making Natural Disasters Deadlier,"Over the last two months, Arkanasas has been pummeled by “once-in-a-generation” flooding and dozens of tornadoes. The Trump administration has denied a request from Governor Sarah Huckabee Sanders—who served as Trump’s press secretary from 2017 to 2019—to mak…",2025-04-30T10:00:00+00:00,Kate Aronoff,The New Republic,https://newrepublic.com/article/194571/trump-cuts-making-natural-disasters-deadlier,N/A,2025-05-11,0,0.472,0.325,0.203,-0.5106,negative
682129587d3d5c6f66f9ee3b,Pete Buttigieg makes his first foray into the podcast manosphere,"A Democrat has entered the manosphere. Pete Buttigieg, the former Secretary of Transportation in the Biden Administration and a presidential candidate in 2020, sat for a three-hour appearance on Andrew Schultzâs Flagrant on Wednesday to discuss current even…",2025-04-23T17:56:34+00:00,Tina Nguyen,The Verge,https://www.theverge.com/internet-culture/654543/pete-buttigieg-flagrant-podcast,N/A,2025-05-11,0,0,1,0,0,slightly negative
682129587d3d5c6f66f9ee3c,A 12-time delegate shares 7 tips to make the Milken Global Conference pay dividends,"To maximize your time and business opportunities at the Milken Institute Global Conference, plan which events to attend and network strategically.",2025-05-03T14:42:29+00:00,Jennifer Prosek,Business Insider,https://www.businessinsider.com/milken-institute-global-conference-networking-success-tips-2025-5,N/A,2025-05-11,0,0.09,0.769,0.141,0.2023,neutral
682129587d3d5c6f66f9ee3e,A developing political scandal in Florida has Gov. Ron DeSantis on the defensive,A developing political scandal in Florida has put Gov. Ron DeSantis on the defensive. Republican lawmakers are investigating how $10 million in state money was diverted for use in a campaign.,2025-04-24T20:45:57+00:00,Greg Allen,NPR,https://www.npr.org/2025/04/24/nx-s1-5368535/ron-desantis-florida-governor-political-scandal,N/A,2025-05-11,0,0.193,0.733,0.073,-0.4215,slightly negative
682129587d3d5c6f66f9ee47,Fun With Technology,"The power of makers and making is in battling boredom, in doing something fun with others who are doing something.\nThe post Fun With Technology appeared first on Make: DIY Projects and Ideas for Makers.",2025-04-11T16:00:00+00:00,Dale Dougherty,Makezine.com,https://makezine.com/article/maker-news/maker-faire/fun-with-technology/,N/A,2025-05-11,0,0,0.377,0.623,0.5106,positive
